Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Dist_CityHall_Miles,Median_Income,School_Score_External,Matched_School,School_Index_Real,School_Score_Norm,School_Rating_Category_Real,School_Merge_Type,HouseAge,RemodAge,GarageAge,TotalSF,TotalPorchSF,TotalBath,OutdoorSF,HasGarage,HasBasement,HasFireplace,HasPool,Has2ndFloor,QualityLivArea,BathPerBedroom,GarageScore,Quality_x_School,LivingArea_x_School,Age_x_School,Quality_x_Income,Quality_x_ExternalSchool,Age_x_Distance,TotalHomeQuality,TotalHouseSF,LivLotRatio,YearsSinceRemodel,IsRemodeled,TotalRooms
145,90,RM,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,No,Rec,1332,Unf,0,396,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,,Detchd,1963.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2006,ConLI,Abnorml,125000,1.8105311308911887,54717.25405405406,0.40797806640789763,Sawyer Elementary School,412.85,0.08543797397898861,Acceptable,Exact name based school proxy,43,43,43.0,3456,0,3.0,0,1,1,0,0,0,8640,0.42857142857142855,1008,0.42718986989494306,147.63681903569233,3.6738328810965104,273586.2702702703,2.039890332039488,77.85283862832111,10,3960,0.1898901098901099,43,0,12
146,160,RM,24.0,2522,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,,,,0,4,2006,WD,Normal,130000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,2,0,2.0,2679,40,2.0,40,1,1,0,0,1,10254,0.5,760,0.0,0.0,0.0,307727.27999999997,2.2944495816865627,8.795585311974417,11,3059,0.6776367961934973,0,1,9
147,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209,Unf,0,506,715,GasA,TA,Y,FuseA,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1931.0,Unf,1,180,Fa,TA,Y,48,0,0,0,0,0,,,,0,11,2009,WD,Normal,105000,3.1939631788866647,49933.620689655174,0.3723107522461928,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,78,16,78.0,1590,0,2.0,48,1,1,0,0,0,4375,0.6666666666666666,180,2.63002598150458,460.2545467633015,41.02840531147145,249668.10344827588,1.861553761230964,249.12912795315984,12,1770,0.14297385620915032,16,1,6
148,60,RL,,9505,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,884,1151,0,2035,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001.0,Fin,2,434,TA,TA,Y,144,48,0,0,0,0,,,,0,5,2010,WD,Normal,222500,3.20501755284444,77141.80253164558,0.5751780490481104,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,9,9,9.0,2919,48,2.5,192,1,1,1,0,1,14245,0.625,868,3.682036374106412,1070.420574472364,4.734046766708245,539992.617721519,4.026246343336773,28.845157975599957,12,3353,0.2140978432403998,9,0,10
149,20,RL,63.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,680,Unf,0,400,1080,GasA,Ex,Y,SBrkr,1080,0,0,1080,1,0,1,0,3,1,Gd,6,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Normal,141000,3.2533380262507077,74622.3186440678,0.5563924907709279,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,4,3,,2160,0,2.0,0,0,1,0,0,0,7560,0.5,0,3.682036374106412,568.0856120049893,2.104020785203664,522356.2305084746,3.8947474353964955,13.01335210500283,12,2160,0.144,3,1,7
150,50,RM,,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,896,896,GasA,Gd,Y,FuseA,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,,Detchd,1936.0,Unf,1,240,Fa,TA,Y,200,114,0,0,0,0,,,,0,4,2006,WD,Normal,115000,3.1939631788866647,49933.620689655174,0.3723107522461928,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,70,56,70.0,2240,114,1.0,314,1,1,0,0,1,6720,0.25,240,2.63002598150458,706.9509838284312,36.82036374106412,249668.10344827588,1.861553761230964,223.57742252206654,9,2480,0.2153846153846154,56,1,8
151,20,RL,120.0,10356,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,0,253,969,GasA,TA,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,,Attchd,1975.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,1,2007,WD,Normal,122000,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,32,32,32.0,1938,0,1.5,0,1,1,0,0,0,4845,0.375,880,2.63002598150458,509.6990352155876,16.832166281629313,395931.5466666667,2.9521106208908328,38.46321092841318,11,2378,0.09356894553881807,32,0,6
152,20,RL,107.0,13891,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,436.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400,Unf,0,310,1710,GasA,Ex,Y,SBrkr,1710,0,0,1710,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,866,TA,TA,Y,0,102,0,0,0,0,,,,0,1,2008,New,Partial,372402,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,0,1.0,3420,102,3.0,102,1,1,1,0,0,13680,1.0,2598,4.208041570407328,899.4688856745664,0.526005196300916,1012065.9948051948,7.546079107513556,1.8690900933179198,13,4286,0.12310128860413218,0,1,8
153,60,RL,,14803,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,Rec,416,Unf,0,409,825,GasA,Gd,Y,SBrkr,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1971.0,RFn,2,495,TA,TA,Y,0,66,0,0,0,0,,GdWo,,0,6,2006,WD,Normal,190000,1.318212352431953,75620.02739726027,0.5638315206528659,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,35,35,35.0,2818,66,2.5,66,1,1,1,0,1,11958,0.5,990,3.156031177805496,1048.3283562277256,18.41018187053206,453720.16438356164,3.3829891239171954,46.13743233511835,11,3313,0.13463487130986962,35,0,10
154,20,RL,,13500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429,ALQ,1080,93,1602,GasA,Gd,Y,SBrkr,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960.0,RFn,2,564,TA,TA,Y,409,0,0,0,0,0,,,,0,3,2008,WD,Normal,235000,1.2020838819909643,85026.17142857143,0.6339647998276126,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,48,33,48.0,2854,0,2.0,409,1,1,1,0,0,7512,1.0,1128,3.156031177805496,658.5585057687468,25.24824942244397,510157.02857142856,3.8037887989656753,57.700026335566285,13,3418,0.09274074074074073,33,1,5
155,30,RM,84.0,11340,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1200,1200,GasA,TA,Y,FuseA,1200,0,0,1200,0,0,1,0,4,1,TA,7,Typ,0,,Detchd,1923.0,Unf,1,312,Fa,Fa,Y,0,0,228,0,0,0,,,,0,3,2006,WD,Family,125000,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,83,56,83.0,2400,228,1.0,228,1,1,0,0,0,7200,0.2,312,3.156031177805496,631.2062355610992,43.65843129297603,307740.7221238938,2.2945498076903967,237.49652721464082,11,2712,0.10582010582010581,56,1,8
156,50,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,572,572,Grav,Fa,N,FuseF,572,524,0,1096,0,0,1,0,2,1,TA,5,Typ,0,,,,,0,0,,,N,0,8,128,0,0,0,,,,0,4,2008,WD,Normal,79000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,84,58,,1668,136,1.0,136,0,1,0,0,1,6576,0.3333333333333333,0,0.0,0.0,0.0,307727.27999999997,2.2944495816865627,369.4145831029255,11,1668,0.11416666666666667,58,1,6
157,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,TA,Y,FuseF,1040,0,0,1040,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1950.0,Unf,2,625,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,109500,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,56,56,56.0,1040,0,1.0,0,1,0,0,0,0,5200,0.3333333333333333,1250,2.63002598150458,547.0454041529526,29.456290992851297,291694.16,2.1749048163439175,237.77554548170627,12,1665,0.14444444444444443,56,0,6
158,60,RL,92.0,12003,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,774,774,GasA,Ex,Y,SBrkr,774,1194,0,1968,0,0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,2009.0,Fin,3,680,TA,TA,Y,0,75,0,0,0,0,,,,0,5,2010,New,Partial,269500,2.148628294821613,96898.97894736842,0.7224898023719071,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,0,1.0,2742,75,2.5,75,1,1,1,0,1,15744,0.5,2040,4.208041570407328,1035.1782263202028,0.526005196300916,775191.8315789474,5.779918418975257,2.148628294821613,13,3422,0.16395901024743814,0,1,10
159,60,FV,100.0,12552,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222,Unf,0,769,991,GasA,Ex,Y,SBrkr,991,956,0,1947,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2,678,TA,TA,Y,0,136,0,0,0,0,,GdWo,,0,5,2010,WD,Normal,254900,1.1277223729341883,90151.93488372093,0.6721830748388239,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,6,5,6.0,2938,136,2.5,136,1,1,1,0,1,13629,0.625,1356,3.682036374106412,1024.1321171978834,3.156031177805496,631063.5441860465,4.705281523871768,6.76633423760513,12,3616,0.1551147227533461,5,1,10
160,60,RL,134.0,19378,Pave,,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,57,Unf,0,1335,1392,GasA,Ex,Y,SBrkr,1392,1070,0,2462,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,2,576,TA,TA,Y,239,132,0,168,0,0,,,,0,3,2006,New,Partial,320000,3.20501755284444,77141.80253164558,0.5751780490481104,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,0,0.0,3854,300,3.5,539,1,1,1,0,1,17234,0.7,1152,3.682036374106412,1295.0247932928553,0.526005196300916,539992.617721519,4.026246343336773,3.20501755284444,12,4430,0.12705129528331097,0,1,11
161,20,RL,,11120,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,Gd,TA,No,BLQ,660,Unf,0,572,1232,GasA,TA,Y,SBrkr,1232,0,0,1232,0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1984.0,Unf,2,516,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,162500,2.552314928976662,95509.09090909091,0.7121266391579827,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,24,24,24.0,2464,0,2.0,0,1,1,0,0,0,7392,0.5,1032,3.156031177805496,648.0384018427285,12.624124711221985,573054.5454545454,4.272759834947896,61.25555829543988,12,2980,0.11079136690647481,24,0,8
162,60,RL,110.0,13688,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,664.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1016,Unf,0,556,1572,GasA,Ex,Y,SBrkr,1572,1096,0,2668,1,0,2,1,3,1,Ex,10,Typ,2,Gd,BuiltIn,2003.0,Fin,3,726,TA,TA,Y,400,0,0,0,0,0,,,,0,3,2008,WD,Normal,412500,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,5,4,5.0,4240,0,3.5,400,1,1,1,0,1,24012,0.875,2178,4.734046766708245,1403.3818637308439,2.63002598150458,1138574.2441558442,8.48933899595275,9.345450466589599,14,4966,0.19491525423728814,4,1,12
163,20,RL,95.0,12182,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201,Unf,0,340,1541,GasA,Ex,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2,532,TA,TA,Y,0,70,0,0,0,0,,,,0,5,2010,New,Partial,220000,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,5,5,5.0,3082,70,2.0,70,1,1,1,0,0,10787,0.5,1064,3.682036374106412,810.5740074997116,2.63002598150458,885557.7454545455,6.6028192190743615,9.345450466589599,12,3614,0.12649811196847807,5,0,9
164,45,RL,55.0,5500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,882,882,GasA,Ex,Y,SBrkr,882,0,0,882,0,0,1,0,1,1,TA,4,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,MnPrv,,0,4,2007,WD,Normal,103200,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,51,51,,1764,0,1.0,0,0,1,0,0,0,3528,0.5,0,2.104020785203664,463.9365831374079,26.826265011346717,205160.48141592921,1.529699871793598,145.93160105959856,10,1764,0.16036363636363637,51,0,5
165,40,RM,40.0,5400,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370,Unf,0,779,1149,GasA,Gd,Y,FuseA,1149,467,0,1616,0,0,2,0,3,1,Gd,5,Typ,0,,Detchd,1926.0,Unf,1,216,TA,TA,Y,0,0,183,0,0,0,,,,0,10,2007,WD,Normal,152000,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,81,3,81.0,2765,183,2.0,183,1,1,0,0,1,9696,0.5,216,3.156031177805496,850.0243972222803,42.6064209003742,307740.7221238938,2.2945498076903967,231.77371932995067,13,2981,0.2992592592592593,3,1,7
166,190,RL,62.0,10106,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,351,Rec,181,112,644,GasA,Gd,Y,SBrkr,808,547,0,1355,1,0,2,0,4,2,TA,6,Typ,0,,,,,0,0,,,Y,140,0,0,0,0,0,,,,0,9,2008,WD,Normal,127500,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,68,9,,1999,0,3.0,140,0,1,0,0,1,6775,0.6,0,0.0,0.0,0.0,256439.4,1.9120413180721354,299.04990060713016,12,1999,0.13407876509004552,9,1,8
167,20,RL,,10708,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,379,BLQ,768,470,1617,GasA,Ex,Y,FuseA,1867,0,0,1867,1,0,1,0,2,1,TA,7,Typ,3,Gd,Attchd,1955.0,Fin,1,303,TA,TA,Y,476,0,0,0,142,0,,GdWo,,0,11,2009,COD,Normal,190000,1.2020838819909643,85026.17142857143,0.6339647998276126,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,54,16,54.0,3484,142,2.0,618,1,1,1,0,0,9335,0.6666666666666666,303,2.63002598150458,982.0517014938102,28.404280600249464,425130.85714285716,3.169823999138063,64.91252962751207,10,3787,0.17435562196488608,16,1,8
168,60,RL,86.0,10562,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288,Unf,0,294,1582,GasA,Ex,Y,SBrkr,1610,551,0,2161,1,0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,789,TA,TA,Y,178,120,0,0,0,0,,,,0,11,2007,New,Partial,325624,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,0,0,0.0,3743,120,2.5,298,1,1,1,0,1,17288,0.625,2367,4.208041570407328,1136.6972292062794,0.0,1012065.9948051948,7.546079107513556,0.0,13,4532,0.2046014012497633,0,0,9
169,60,RL,62.0,8244,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,840,880,0,1720,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2,440,TA,TA,Y,100,48,0,0,0,0,,,,0,5,2007,WD,Normal,183500,3.20501755284444,77141.80253164558,0.5751780490481104,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,3,3,3.0,2560,48,2.5,148,1,1,1,0,1,12040,0.625,880,3.682036374106412,904.7289376375755,1.578015588902748,539992.617721519,4.026246343336773,9.615052658533319,12,3000,0.20863658418243572,3,0,9
170,20,RL,,16669,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1686,1686,GasA,TA,Y,SBrkr,1707,0,0,1707,0,0,2,1,2,1,TA,6,Typ,1,TA,Attchd,1981.0,RFn,2,511,TA,TA,Y,574,64,0,0,0,0,,,,0,1,2006,WD,Normal,228000,2.148628294821613,96898.97894736842,0.7224898023719071,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,25,25,25.0,3393,64,2.5,638,1,1,1,0,0,13656,0.8333333333333334,1022,4.208041570407328,897.8908700856637,13.150129907522901,775191.8315789474,5.779918418975257,53.71570737054032,14,3904,0.102405663207151,25,0,8
171,50,RM,,12358,Pave,,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,360,Unf,0,360,720,GasA,TA,Y,SBrkr,854,0,528,1382,0,0,1,1,2,1,TA,7,Typ,0,,Detchd,1991.0,Unf,2,660,TA,TA,Y,237,0,0,0,0,0,,,,0,5,2007,WD,Normal,128500,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,66,57,16.0,1574,0,1.5,237,1,1,0,0,0,6910,0.5,1320,2.63002598150458,726.939181287866,34.716342955860455,256450.60176991153,1.9121248397419974,188.85266019477461,11,2234,0.11183039326751902,57,1,8
172,20,RL,141.0,31770,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639,Unf,0,441,1080,GasA,Fa,Y,SBrkr,1656,0,0,1656,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960.0,Fin,2,528,TA,TA,P,210,62,0,0,0,0,,,,0,5,2010,WD,Normal,215000,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,50,50,50.0,2736,62,2.0,272,1,1,1,0,0,9936,0.5,1056,3.156031177805496,871.0646050743169,26.300259815045802,350032.99199999997,2.609885779612701,212.29959418009489,11,3264,0.05212464589235127,50,0,8
173,160,RL,44.0,5306,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495,Rec,215,354,1064,GasA,Gd,Y,SBrkr,1064,703,0,1767,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,RFn,2,504,Gd,TA,Y,441,35,0,0,0,0,,,,0,6,2006,WD,Normal,239000,1.8146509184084816,124199.6,0.9260463364367254,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,19,19,19.0,2831,35,3.0,476,1,1,1,0,1,12369,1.0,1008,3.682036374106412,929.4511818637186,9.994098729717404,869397.2000000001,6.482324355057078,34.47836744976115,14,3335,0.3330192235205428,19,0,7
174,20,RL,80.0,10197,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288,Rec,374,700,1362,GasA,TA,Y,SBrkr,1362,0,0,1362,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,2,504,TA,TA,Y,0,20,0,0,0,0,,,,0,6,2008,COD,Normal,163000,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,47,47,47.0,2724,20,2.5,20,1,1,1,0,0,8172,0.625,1008,3.156031177805496,716.4190773618476,24.722244226143054,350032.99199999997,2.609885779612701,199.56161852928918,11,3228,0.1335686966754928,47,0,7
175,20,RL,47.0,12416,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,1398,LwQ,208,0,1606,GasA,TA,Y,SBrkr,1651,0,0,1651,1,0,2,0,3,1,TA,7,Min2,1,TA,Attchd,1986.0,Fin,2,616,TA,TA,Y,192,0,0,0,0,0,,,,0,11,2008,WD,Normal,184000,2.148628294821613,96898.97894736842,0.7224898023719071,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,22,22,22.0,3257,0,3.0,192,1,1,1,0,0,9906,0.75,1232,3.156031177805496,868.4345790928123,11.572114318620152,581393.8736842105,4.3349388142314424,47.26982248607548,11,3873,0.1329735824742268,22,0,9
